"meta:instanceID","StartTime","Device","previos:entrevistador","previos:regiao","idade:idade","social:sexo","social:renda","social:escolaridade","social:cor","social:religiao","frases:frases1","frases:frases2","frases:frases3","frases:frases4","frases:frases5","frases:frases6","frases:frases7","frases:frases8","frases:frases9","frases:frases10","frases:frases11","frases:frases12","frases:frases13","frases:frases14","frases:frases15","frases:frases16","frases:frases17","frases:frases18","frases:frases19","frases:frases20","frases:frases21","informacoes:informacao1","informacoes:informacao2","informacoes:informacao3","informacoes:informacao4","informacoes:manifestacao1","informacoes:manifestacao2","informacoes:manifestacao3","informacoes:manifestacao4","informacoes:esquerda1","informacoes:esquerda2","informacoes:conservador"
"uuid:340bf4b1-f919-498e-b64f-4e2b04d6004d","Sat Oct 15 17:49:27 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","40","Masculino","de R$ 2.640 a R$ 4.400","médio completo","preta","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","muito","muito","muito","muito","sim","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:68b6e888-85ff-48f7-a3c1-4adec328d9b5","Sat Oct 15 16:59:06 UTC 2016","5068b7a60a4be669","Veridiana","centro","29","Feminino","de R$ 4.400 a R$ 8.800","superior completo","parda","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","muito","pouco","muito","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:7f0293c0-7cbc-4ad7-9fa3-c301f048b48f","Sat Oct 15 17:12:38 UTC 2016","5068b7a60a4be669","Veridiana","centro","36","Feminino",,,"branca","espírita/kardecista","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda",,"pouco","muito","muito","nada","não","não","não","não",,,
"uuid:46f15052-97f0-4169-85a5-e9e8e42233df","Sat Oct 15 17:20:00 UTC 2016","5068b7a60a4be669","Veridiana","centro","47","Feminino","de R$ 2.640 a R$ 4.400","médio incompleto","branca","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não sei","não sei","muito","pouco","muito","nada","não","não","não","não","de centro","mais de direita","muito conservador(a)"
"uuid:98ba57a7-6b98-404c-95b3-48ef67e1ded4","Sat Oct 15 17:29:39 UTC 2016","5068b7a60a4be669","Veridiana","centro","41","Masculino","até R$ 1.760","fundamental incompleto","parda","católica","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:8fde1036-3de5-428f-824e-e92794560e94","Sat Oct 15 17:41:23 UTC 2016","5068b7a60a4be669","Veridiana","centro","68","Masculino","de R$ 2.640 a R$ 4.400","médio completo","parda","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não sei","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","muito","pouco","muito","pouco","sim","sim","não","sim","de direita",,"um pouco conservador(a)"
"uuid:6898c2d4-f999-47ff-bdf2-a02546902051","Sat Oct 15 17:49:38 UTC 2016","5068b7a60a4be669","Veridiana","centro","16","Masculino","de R$ 4.400 a R$ 8.800","médio incompleto","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","concorda","não concorda","muito","pouco","muito","pouco","sim","não","sim","não","de esquerda",,"nada conservador(a)"
"uuid:d895dc63-6e09-4093-8adf-8edf0c80b41a","Sat Oct 15 17:56:08 UTC 2016","5068b7a60a4be669","Veridiana","centro","80","Feminino","até R$ 1.760","médio completo","parda","católica","não concorda","não concorda","não sei","concorda","concorda","não sei","concorda","não sei","não concorda","não sei","concorda","concorda",,"não sei","concorda","concorda","concorda","não sei","não sei","não sei","não sei","nada","pouco","nada","nada","não","não","não","não me lembro","não sei",,"muito conservador(a)"
"uuid:06bc4160-d202-4526-ae9b-defdb40f13ca","Sat Oct 15 16:58:19 UTC 2016","5c196bb15226e405","Geraldo","centro","59","Masculino","de R$ 1.760 a R$ 2.640","fundamental incompleto","parda","católica","concorda","não sei","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","nada","pouco","pouco","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:d14f2c21-1ea3-495a-a214-63d5fa6648ae","Sat Oct 15 17:06:06 UTC 2016","5c196bb15226e405","Mariana","centro","31","Feminino","de R$ 4.400 a R$ 8.800","superior completo","branca","espírita/kardecista","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não sei","não concorda","concorda","não sei","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não sei","concorda","não concorda","muito","muito","muito","pouco","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:1ae9611c-3f8c-4d0b-a5c8-51be0594564c","Sat Oct 15 17:13:56 UTC 2016","5c196bb15226e405","Paula","centro","23","Feminino","acima de R$ 17.600","superior completo","branca","católica","não sei","concorda","não concorda","concorda","concorda","não concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","não sei","concorda","concorda","não sei","não concorda","não sei","concorda","não sei","pouco","nada","pouco","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:2eab7a1e-f3da-419a-b59f-d5fee60703ce","Sat Oct 15 17:26:45 UTC 2016","5c196bb15226e405","Ingrid","centro","19","Feminino","de R$ 2.640 a R$ 4.400","médio completo","parda","católica","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","não sei","não sei","concorda","concorda","não concorda","concorda","não concorda","não sei","não concorda","não concorda","concorda","não concorda","muito","pouco","muito","nada","não","não","não","não","não sei",,"nada conservador(a)"
"uuid:9cee1b97-c7db-495e-aa68-570a8e828c37","Sat Oct 15 17:32:42 UTC 2016","5c196bb15226e405","Lucas","centro","19","Masculino","de R$ 2.640 a R$ 4.400","médio completo","branca","nenhuma","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","não sei","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","nada","pouco","nada","pouco","sim","não","não","sim","de esquerda",,"um pouco conservador(a)"
"uuid:5d99740e-7513-4670-a229-0b1392f81ec7","Sat Oct 15 17:46:25 UTC 2016","5c196bb15226e405","Aline","centro","34","Feminino","de R$ 8.800 a R$ 17.600","superior completo","branca","católica","não sei","concorda","não concorda","concorda","concorda","concorda","concorda","não sei","não sei","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não concorda","não concorda","não concorda","muito","muito","pouco","pouco","não","não","não","não","de esquerda",,"um pouco conservador(a)"
"uuid:43c07d5a-5def-4473-a4ef-03e37b7ddf8e","Sat Oct 15 18:05:19 UTC 2016","5c196bb15226e405","Mireia","centro","32","Feminino","de R$ 1.760 a R$ 2.640","médio incompleto","parda","católica","concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não sei","não concorda","não sei","concorda","não concorda","não concorda","não sei","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","nada","pouco","pouco","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:382474d7-61c9-4e0f-8d83-93bdd4cd6b16","Thu Oct 13 23:06:25 UTC 2016","565149406da32f79","Teste","leste 1","22",,,,,,,,,"não sei","não sei",,,,,,,,,,,,,,,,,,,,,,,,,,,
"uuid:5d7a3226-9c9c-4c9b-840b-13b05183c519","Sat Oct 15 16:44:04 UTC 2016","565149406da32f79","M beatriz","norte 1","63","Feminino",,,"preta","espírita/kardecista",,"concorda","concorda","concorda","concorda",,"concorda",,,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","muito","nada","nada","não","não","não","não",,,
"uuid:a5a4724c-e264-4bc8-8e70-f815fc16a1d8","Sat Oct 15 16:51:57 UTC 2016","565149406da32f79","M beatriz","leste 3","18","Masculino","de R$ 2.640 a R$ 4.400","médio completo","parda","espírita/kardecista","não concorda","concorda","concorda","concorda","não sei","não sei","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não sei","não sei","não concorda","muito","muito","muito","muito","não","não","não","sim","não sei",,"nada conservador(a)"
"uuid:ba888274-4c2c-44ec-9953-cd6d6a11be12","Sat Oct 15 17:05:40 UTC 2016","565149406da32f79","M Beatriz","leste 3","30","Feminino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","nada","pouco","nada","não","não","não","não",,,
"uuid:8f06580d-5863-472b-b8a9-a89762ed468d","Sat Oct 15 17:18:28 UTC 2016","565149406da32f79","M Beatriz","leste 3","21","Feminino","de R$ 1.760 a R$ 2.640","médio completo","parda","evangélica não pentecostal","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","não sei","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","nada","muito","nada","nada","não","não","não","não","não sei",,"nada conservador(a)"
"uuid:abb9ae8f-8b69-4e5e-9ff4-18bc0049f845","Sat Oct 15 17:24:44 UTC 2016","565149406da32f79","M Beatriz","leste 3","48","Masculino","de R$ 1.760 a R$ 2.640","médio completo","parda","católica","concorda","concorda","concorda","concorda","não sei","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não sei","não sei","nada","nada","pouco","nada","não","não","não","não","de centro",,"muito conservador(a)"
"uuid:ed85475c-c237-49fd-a385-d43ff708f7e1","Sat Oct 15 17:28:08 UTC 2016","565149406da32f79","M Beatriz","leste 3","36","Masculino",,"médio completo","preta","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","pouco","muito","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:b8a3baf7-7eeb-48b6-a380-035449991198","Sat Oct 15 17:32:37 UTC 2016","565149406da32f79","M Beatriz","leste 3","51","Masculino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","muito","nada","pouco","não","não","não","não",,,
"uuid:3cfeee1e-33cb-4142-91ba-88b639d4d2a9","Sat Oct 15 17:43:15 UTC 2016","565149406da32f79","M beatriz","leste 3","63","Feminino","de R$ 4.400 a R$ 8.800","superior completo","branca","católica","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","muito","muito","sim","não","sim","não","de esquerda",,"um pouco conservador(a)"
"uuid:3976e26b-f6aa-4276-9242-532a093d43a5","Sat Oct 15 17:58:22 UTC 2016","565149406da32f79","M Beatriz","leste 3","25","Feminino","até R$ 1.760","médio incompleto","parda","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:7bf64ed6-74e9-4ef1-ad41-e168af963761","Sat Oct 15 18:02:54 UTC 2016","565149406da32f79","M Beatriz","leste 3","57","Masculino","de R$ 1.760 a R$ 2.640","médio completo","parda","evangélica pentecostal","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","concorda","concorda","concorda","concorda","muito","muito","muito","muito","não","não","não","não","de direita",,"um pouco conservador(a)"
"uuid:99d8c6a2-d3f0-4a7a-9c98-cf47cc7fc4fe","Sat Oct 15 18:22:32 UTC 2016","565149406da32f79","M Beatriz","leste 3","38","Masculino","até R$ 1.760","superior completo","preta","nenhuma","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","nada","muito","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
